iter	F1:use_weights=false	Logloss	Accuracy:use_weights=true	Accuracy:use_weights=false
928	0.7541889791	0.3182738861	0.8637055675	0.8775584835
929	0.7541981438	0.3181797274	0.8637576525	0.8775154611
930	0.7544522396	0.3180805691	0.863909901	0.8776552837
931	0.7545385861	0.3180335172	0.8639659925	0.877698306
932	0.7548807878	0.3179218289	0.8641342671	0.8779241732
933	0.7548750729	0.317897678	0.8641382737	0.8779134176
934	0.7549826175	0.3178178732	0.8642184044	0.8779564399
935	0.7551179062	0.3177664946	0.8642985352	0.878031729
936	0.7553021468	0.3177022246	0.8644027052	0.8781392848
937	0.7553885361	0.3176375811	0.8644587968	0.8781823071
938	0.7553885361	0.3175504059	0.8644587968	0.8781823071
939	0.7554480465	0.3175222163	0.8644948556	0.8782145738
940	0.7555555556	0.3174503405	0.8645749864	0.8782575961
941	0.7555075594	0.3174251212	0.8645309145	0.8782468405
942	0.7556218003	0.3173827978	0.864587006	0.8783221296
943	0.755788837	0.3172973852	0.8647031956	0.8783974187
944	0.7558071696	0.3172070696	0.8646711433	0.8784511966
945	0.7559426052	0.3171595928	0.8647512741	0.8785264856
946	0.7559378444	0.3170982453	0.8647352479	0.8785372412
947	0.7559636992	0.3169932548	0.8647753133	0.8785264856
948	0.7560127061	0.3169612478	0.8647993525	0.8785587524
949	0.7561761082	0.3168875296	0.8648794833	0.8786663081
950	0.7563163241	0.3168194091	0.8649756402	0.8787308416
951	0.7560943983	0.3167806955	0.8648394179	0.8786125303
952	0.7565161011	0.3166772609	0.865107856	0.8788276418
953	0.756575677	0.3165853075	0.8651439149	0.8788599086
954	0.7565488026	0.3165506649	0.8651238822	0.878849153
955	0.756575677	0.3165392444	0.8651439149	0.8788599086
956	0.7567812912	0.3164761476	0.8652721241	0.8789674644
957	0.7567976484	0.3164325634	0.8652801372	0.87897822
958	0.7567333881	0.316402091	0.8652280522	0.8789567088
959	0.7568689336	0.3163490969	0.865308183	0.8790319978
960	0.7568420598	0.3163078663	0.8652881503	0.8790212423
961	0.7569542006	0.3162368497	0.8653843072	0.879053509
962	0.75685605	0.3162060513	0.8653362287	0.8789889755
963	0.7568665586	0.3161550858	0.8653482483	0.8789889755
964	0.7569927803	0.3161234598	0.8653963268	0.8790857757
965	0.7572404253	0.3160343027	0.8655726145	0.8791933315
966	0.7571376083	0.3159565693	0.8655085099	0.8791395536
